codgeo,libgeo,zrr_simp,zonage_zrr
26088,Chatuzange-le-Goubet,NC - Commune non classée,NC - Commune non classée
26089,Chaudebonne,C - Classée en ZRR,C - Commune classée en ZRR
26090,La Chaudière,C - Classée en ZRR,C - Commune classée en ZRR
26091,Chauvac-Laux-Montaux,C - Classée en ZRR,C - Commune classée en ZRR
26092,Chavannes,NC - Commune non classée,NC - Commune non classée
26093,Clansayes,NC - Commune non classée,NC - Commune non classée
26094,Claveyson,NC - Commune non classée,NC - Commune non classée
26095,Cléon-d'Andran,NC - Commune non classée,NC - Commune non classée
26096,Clérieux,NC - Commune non classée,NC - Commune non classée
26097,Cliousclat,NC - Commune non classée,NC - Commune non classée
26098,Cobonne,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
26099,Colonzelle,C - Classée en ZRR,C - Commune classée en ZRR
26100,Combovin,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
26101,Comps,C - Classée en ZRR,C - Commune classée en ZRR
26102,Condillac,NC - Commune non classée,NC - Commune non classée
26103,Condorcet,C - Classée en ZRR,C - Commune classée en ZRR
26104,Cornillac,C - Classée en ZRR,C - Commune classée en ZRR
26105,Cornillon-sur-l'Oule,C - Classée en ZRR,C - Commune classée en ZRR
26106,La Coucourde,NC - Commune non classée,NC - Commune non classée
26107,Crépol,NC - Commune non classée,NC - Commune non classée
26108,Crest,C - Classée en ZRR,C - Commune classée en ZRR
26110,Crozes-Hermitage,NC - Commune non classée,NC - Commune non classée
26111,Crupies,C - Classée en ZRR,C - Commune classée en ZRR
26112,Curnier,C - Classée en ZRR,C - Commune classée en ZRR
26113,Die,C - Classée en ZRR,C - Commune classée en ZRR
26114,Dieulefit,C - Classée en ZRR,C - Commune classée en ZRR
26115,Divajeu,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
26116,Donzère,NC - Commune non classée,NC - Commune non classée
26117,Échevis,C - Classée en ZRR,C - Commune classée en ZRR
26118,Épinouze,NC - Commune non classée,NC - Commune non classée
26119,Érôme,NC - Commune non classée,NC - Commune non classée
26121,Espeluche,NC - Commune non classée,NC - Commune non classée
26122,Espenel,C - Classée en ZRR,C - Commune classée en ZRR
26123,Establet,C - Classée en ZRR,C - Commune classée en ZRR
26124,Étoile-sur-Rhône,NC - Commune non classée,NC - Commune non classée
26125,Eurre,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
26126,Eygalayes,C - Classée en ZRR,C - Commune classée en ZRR
26127,Eygaliers,C - Classée en ZRR,C - Commune classée en ZRR
26128,Eygluy-Escoulin,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
26129,Eymeux,NC - Commune non classée,NC - Commune non classée
26130,Eyroles,C - Classée en ZRR,C - Commune classée en ZRR
26131,Eyzahut,C - Classée en ZRR,C - Commune classée en ZRR
26133,Fay-le-Clos,NC - Commune non classée,NC - Commune non classée
26134,Félines-sur-Rimandoule,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
26135,Ferrassières,C - Classée en ZRR,C - Commune classée en ZRR
26136,Val-Maravel,C - Classée en ZRR,C - Commune classée en ZRR
26137,Francillon-sur-Roubion,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
26138,La Garde-Adhémar,NC - Commune non classée,NC - Commune non classée
26139,Génissieux,NC - Commune non classée,NC - Commune non classée
26140,Geyssans,NC - Commune non classée,NC - Commune non classée
26141,Gigors-et-Lozeron,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
26142,Glandage,C - Classée en ZRR,C - Commune classée en ZRR
26143,Le Grand-Serre,NC - Commune non classée,NC - Commune non classée
26144,Grane,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
26145,Les Granges-Gontardes,NC - Commune non classée,NC - Commune non classée
26146,Grignan,C - Classée en ZRR,C - Commune classée en ZRR
26147,Gumiane,C - Classée en ZRR,C - Commune classée en ZRR
26148,Hauterives,NC - Commune non classée,NC - Commune non classée
26149,Hostun,NC - Commune non classée,NC - Commune non classée
26150,Izon-la-Bruisse,C - Classée en ZRR,C - Commune classée en ZRR
26152,Jonchères,C - Classée en ZRR,C - Commune classée en ZRR
26153,Laborel,C - Classée en ZRR,C - Commune classée en ZRR
26154,Lachau,C - Classée en ZRR,C - Commune classée en ZRR
26155,Lapeyrouse-Mornay,NC - Commune non classée,NC - Commune non classée
26156,Larnage,NC - Commune non classée,NC - Commune non classée
26157,La Laupie,NC - Commune non classée,NC - Commune non classée
26159,Laval-d'Aix,C - Classée en ZRR,C - Commune classée en ZRR
26160,Laveyron,NC - Commune non classée,NC - Commune non classée
26161,Lemps,C - Classée en ZRR,C - Commune classée en ZRR
26162,Lens-Lestang,NC - Commune non classée,NC - Commune non classée
26163,Léoncel,C - Classée en ZRR,C - Commune classée en ZRR
26164,Lesches-en-Diois,C - Classée en ZRR,C - Commune classée en ZRR
26165,Livron-sur-Drôme,NC - Commune non classée,NC - Commune non classée
26166,Loriol-sur-Drôme,NC - Commune non classée,NC - Commune non classée
26167,Luc-en-Diois,C - Classée en ZRR,C - Commune classée en ZRR
26168,Lus-la-Croix-Haute,C - Classée en ZRR,C - Commune classée en ZRR
26169,Malataverne,NC - Commune non classée,NC - Commune non classée
26170,Malissard,NC - Commune non classée,NC - Commune non classée
26171,Manas,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
26172,Manthes,NC - Commune non classée,NC - Commune non classée
26173,Marches,NC - Commune non classée,NC - Commune non classée
26174,Margès,NC - Commune non classée,NC - Commune non classée
26175,Marignac-en-Diois,C - Classée en ZRR,C - Commune classée en ZRR
26176,Marsanne,NC - Commune non classée,NC - Commune non classée
26177,Marsaz,NC - Commune non classée,NC - Commune non classée
26178,Menglon,C - Classée en ZRR,C - Commune classée en ZRR
26179,Mercurol-Veaunes,NC - Commune non classée,NC - Commune non classée
26180,Mérindol-les-Oliviers,C - Classée en ZRR,C - Commune classée en ZRR
26181,Mévouillon,C - Classée en ZRR,C - Commune classée en ZRR
26182,Mirabel-aux-Baronnies,C - Classée en ZRR,C - Commune classée en ZRR
26183,Mirabel-et-Blacons,C - Classée en ZRR,C - Commune classée en ZRR
26185,Mirmande,NC - Commune non classée,NC - Commune non classée
26186,Miscon,C - Classée en ZRR,C - Commune classée en ZRR
26188,Mollans-sur-Ouvèze,C - Classée en ZRR,C - Commune classée en ZRR
26189,Montauban-sur-l'Ouvèze,C - Classée en ZRR,C - Commune classée en ZRR
26190,Montaulieu,C - Classée en ZRR,C - Commune classée en ZRR
26191,Montboucher-sur-Jabron,NC - Commune non classée,NC - Commune non classée
26192,Montbrison-sur-Lez,C - Classée en ZRR,C - Commune classée en ZRR
26193,Montbrun-les-Bains,C - Classée en ZRR,C - Commune classée en ZRR
26194,Montchenu,NC - Commune non classée,NC - Commune non classée
26195,Montclar-sur-Gervanne,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
26196,Montéléger,NC - Commune non classée,NC - Commune non classée
26197,Montélier,NC - Commune non classée,NC - Commune non classée
26198,Montélimar,NC - Commune non classée,NC - Commune non classée
26199,Montferrand-la-Fare,C - Classée en ZRR,C - Commune classée en ZRR
26200,Montfroc,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
26201,Montguers,C - Classée en ZRR,C - Commune classée en ZRR
26202,Montjoux,C - Classée en ZRR,C - Commune classée en ZRR
26203,Montjoyer,C - Classée en ZRR,C - Commune classée en ZRR
26204,Montlaur-en-Diois,C - Classée en ZRR,C - Commune classée en ZRR
26205,Montmaur-en-Diois,C - Classée en ZRR,C - Commune classée en ZRR
26206,Montmeyran,NC - Commune non classée,NC - Commune non classée
26207,Montmiral,NC - Commune non classée,NC - Commune non classée
26208,Montoison,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
26209,Montréal-les-Sources,C - Classée en ZRR,C - Commune classée en ZRR
26210,Valherbasse,NC - Commune non classée,NC - Commune non classée
26211,Montségur-sur-Lauzon,C - Classée en ZRR,C - Commune classée en ZRR
26212,Montvendre,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
26213,Moras-en-Valloire,NC - Commune non classée,NC - Commune non classée
26214,Mornans,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
26215,La Motte-Chalancon,C - Classée en ZRR,C - Commune classée en ZRR
26216,La Motte-de-Galaure,NC - Commune non classée,NC - Commune non classée
26217,La Motte-Fanjas,C - Classée en ZRR,C - Commune classée en ZRR
26218,Mours-Saint-Eusèbe,NC - Commune non classée,NC - Commune non classée
26219,Mureils,NC - Commune non classée,NC - Commune non classée
26220,Nyons,C - Classée en ZRR,C - Commune classée en ZRR
26221,Omblèze,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
26222,Orcinas,C - Classée en ZRR,C - Commune classée en ZRR
26223,Oriol-en-Royans,C - Classée en ZRR,C - Commune classée en ZRR
26224,Ourches,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
26225,Parnans,NC - Commune non classée,NC - Commune non classée
26226,Le Pègue,C - Classée en ZRR,C - Commune classée en ZRR
26227,Pelonne,C - Classée en ZRR,C - Commune classée en ZRR
26228,Pennes-le-Sec,C - Classée en ZRR,C - Commune classée en ZRR
26229,La Penne-sur-l'Ouvèze,C - Classée en ZRR,C - Commune classée en ZRR
26231,Peyrins,NC - Commune non classée,NC - Commune non classée
26232,Peyrus,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
26233,Piégon,C - Classée en ZRR,C - Commune classée en ZRR
26234,Piégros-la-Clastre,C - Classée en ZRR,C - Commune classée en ZRR
26235,Pierrelatte,NC - Commune non classée,NC - Commune non classée
26236,Pierrelongue,C - Classée en ZRR,C - Commune classée en ZRR
26238,Les Pilles,C - Classée en ZRR,C - Commune classée en ZRR
26239,Plaisians,C - Classée en ZRR,C - Commune classée en ZRR
26240,Plan-de-Baix,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
26241,Le Poët-Célard,C - Classée en ZRR,M - Commune sortante en 2017 classée en zone de montagne continuant de bénéficier des effets du classement depuis 2017
26242,Le Poët-en-Percip,C - Classée en ZRR,C - Commune classée en ZRR
26243,Le Poët-Laval,C - Classée en ZRR,C - Commune classée en ZRR
26244,Le Poët-Sigillat,C - Classée en ZRR,C - Commune classée en ZRR
26245,Pommerol,C - Classée en ZRR,C - Commune classée en ZRR
26246,Ponet-et-Saint-Auban,C - Classée en ZRR,C - Commune classée en ZRR
26247,Ponsas,NC - Commune non classée,NC - Commune non classée
26248,Pontaix,C - Classée en ZRR,C - Commune classée en ZRR
26249,Pont-de-Barret,C - Classée en ZRR,C - Commune classée en ZRR
26250,Pont-de-l'Isère,NC - Commune non classée,NC - Commune non classée
26251,Portes-en-Valdaine,NC - Commune non classée,NC - Commune non classée
26252,Portes-lès-Valence,NC - Commune non classée,NC - Commune non classée
26253,Poyols,C - Classée en ZRR,C - Commune classée en ZRR
26254,Pradelle,C - Classée en ZRR,C - Commune classée en ZRR
26255,Les Prés,C - Classée en ZRR,C - Commune classée en ZRR
26256,Propiac,C - Classée en ZRR,C - Commune classée en ZRR
26257,Puygiron,NC - Commune non classée,NC - Commune non classée
26258,Puy-Saint-Martin,C - Classée en ZRR,A - Commune sortante en 2017 continuant de bénéficier des effets du classement depuis 2018
26259,Ratières,NC - Commune non classée,NC - Commune non classée
26261,Réauville,C - Classée en ZRR,C - Commune classée en ZRR
26262,Recoubeau-Jansac,C - Classée en ZRR,C - Commune classée en ZRR
26263,Reilhanette,C - Classée en ZRR,C - Commune classée en ZRR
26264,Rémuzat,C - Classée en ZRR,C - Commune classée en ZRR
26266,Rimon-et-Savel,C - Classée en ZRR,C - Commune classée en ZRR
